N,B,P,TEST_CASE_NUM,T_A,T_B,T_C,T_D,T_E,IS_SORTED
10000,10,1,1,0.000148,0.000255,0.001646,0.000046,0.002095,true
10000,10,1,2,0.000152,0.000281,0.001614,0.000046,0.002093,true
10000,10,1,3,0.000167,0.000278,0.001630,0.000045,0.002121,true
10000,10,1,4,0.000164,0.000260,0.001631,0.000067,0.002122,true
10000,10,1,5,0.000150,0.000261,0.001644,0.000046,0.002100,true
10000,10,1,6,0.000150,0.000261,0.001673,0.000046,0.002129,true
10000,10,1,7,0.000150,0.000273,0.001639,0.000046,0.002107,true
10000,10,1,8,0.000149,0.000260,0.001662,0.000046,0.002117,true
10000,10,1,9,0.000148,0.000274,0.001616,0.000046,0.002085,true
10000,10,1,10,0.000148,0.000270,0.001616,0.000046,0.002081,true
10000,10,1,11,0.000149,0.000274,0.001618,0.000046,0.002087,true
10000,10,1,12,0.000149,0.000263,0.001649,0.000046,0.002107,true
10000,10,1,13,0.000149,0.000275,0.001618,0.000045,0.002088,true
10000,10,1,14,0.000148,0.000288,0.001608,0.000047,0.002091,true
10000,10,1,15,0.000162,0.000258,0.001631,0.000047,0.002098,true
10000,10,1,16,0.000163,0.000268,0.001616,0.000046,0.002092,true
10000,10,1,17,0.000149,0.000267,0.001632,0.000046,0.002093,true
10000,10,1,18,0.000148,0.000260,0.001626,0.000046,0.002079,true
10000,10,1,19,0.000150,0.000260,0.001637,0.000046,0.002093,true
10000,10,1,20,0.000149,0.000283,0.001620,0.000046,0.002098,true
10000,10,2,1,0.000155,0.000335,0.000935,0.000026,0.001451,true
10000,10,2,2,0.000162,0.000320,0.000999,0.000042,0.001523,true
10000,10,2,3,0.000152,0.000333,0.000949,0.000039,0.001473,true
10000,10,2,4,0.000153,0.000334,0.001019,0.000027,0.001533,true
10000,10,2,5,0.000153,0.000306,0.001023,0.000037,0.001519,true
10000,10,2,6,0.000153,0.000311,0.001004,0.000036,0.001504,true
10000,10,2,7,0.000154,0.000336,0.000972,0.000042,0.001504,true
10000,10,2,8,0.000154,0.000327,0.000994,0.000036,0.001510,true
10000,10,2,9,0.000151,0.000312,0.001035,0.000032,0.001530,true
10000,10,2,10,0.000154,0.000345,0.000991,0.000032,0.001522,true
10000,10,2,11,0.000166,0.000339,0.000952,0.000026,0.001482,true
10000,10,2,12,0.000164,0.000313,0.000966,0.000032,0.001475,true
10000,10,2,13,0.000153,0.000315,0.001025,0.000034,0.001527,true
10000,10,2,14,0.000154,0.000322,0.001025,0.000031,0.001532,true
10000,10,2,15,0.000149,0.000308,0.000994,0.000031,0.001482,true
10000,10,2,16,0.000165,0.000297,0.000996,0.000031,0.001489,true
10000,10,2,17,0.000155,0.000327,0.000978,0.000036,0.001496,true
10000,10,2,18,0.000156,0.000302,0.002309,0.000035,0.002802,true
10000,10,2,19,0.000153,0.000330,0.000924,0.000030,0.001437,true
10000,10,2,20,0.004906,0.000269,0.000844,0.000493,0.006512,true
10000,10,3,1,0.000169,0.000328,0.000829,0.000103,0.001429,true
10000,10,3,2,0.000166,0.000332,0.000781,0.000110,0.001389,true
10000,10,3,3,0.000166,0.000316,0.000844,0.000125,0.001451,true
10000,10,3,4,0.000167,0.000304,0.000805,0.000104,0.001380,true
10000,10,3,5,0.000191,0.000327,0.000859,0.000122,0.001499,true
10000,10,3,6,0.000167,0.000331,0.000808,0.000113,0.001420,true
10000,10,3,7,0.000175,0.000310,0.000738,0.000109,0.001331,true
10000,10,3,8,0.000167,0.000288,0.000851,0.000105,0.001412,true
10000,10,3,9,0.000168,0.000298,0.000798,0.000106,0.001370,true
10000,10,3,10,0.000168,0.000343,0.000832,0.000110,0.001453,true
10000,10,3,11,0.000167,0.000319,0.000841,0.000102,0.001429,true
10000,10,3,12,0.000179,0.000304,0.000801,0.000115,0.001399,true
10000,10,3,13,0.000183,0.000300,0.000703,0.000107,0.001293,true
10000,10,3,14,0.000166,0.000318,0.000876,0.000115,0.001475,true
10000,10,3,15,0.000168,0.000312,0.000800,0.000147,0.001427,true
10000,10,3,16,0.000165,0.000333,0.000763,0.000121,0.001382,true
10000,10,3,17,0.000179,0.000312,0.000825,0.000104,0.001421,true
10000,10,3,18,0.000166,0.000339,0.000807,0.000115,0.001427,true
10000,10,3,19,0.000174,0.000297,0.000823,0.000113,0.001407,true
10000,10,3,20,0.000165,0.000311,0.000798,0.000132,0.001406,true
10000,10,4,1,0.000208,0.000324,0.000653,0.000108,0.001294,true
10000,10,4,2,0.000200,0.000336,0.000743,0.000099,0.001378,true
10000,10,4,3,0.000195,0.000327,0.000753,0.000085,0.001359,true
10000,10,4,4,0.000202,0.000346,0.000702,0.000114,0.001363,true
10000,10,4,5,0.000197,0.000337,0.000750,0.000106,0.001390,true
10000,10,4,6,0.000194,0.000305,0.000785,0.000123,0.001406,true
10000,10,4,7,0.000201,0.000335,0.000709,0.000107,0.001352,true
10000,10,4,8,0.000193,0.000331,0.000721,0.000108,0.001352,true
10000,10,4,9,0.000193,0.000303,0.000755,0.000154,0.001405,true
10000,10,4,10,0.000192,0.000299,0.000610,0.000109,0.001210,true
10000,10,4,11,0.004187,0.000277,0.001989,0.001359,0.007811,true
10000,10,4,12,0.000194,0.000333,0.000773,0.000102,0.001402,true
10000,10,4,13,0.000193,0.000313,0.000812,0.000089,0.001406,true
10000,10,4,14,0.000218,0.000349,0.000708,0.000121,0.001395,true
10000,10,4,15,0.000193,0.000331,0.000751,0.000080,0.001354,true
10000,10,4,16,0.000192,0.000315,0.000780,0.000111,0.001398,true
10000,10,4,17,0.000198,0.000337,0.000824,0.000090,0.001449,true
10000,10,4,18,0.000195,0.000303,0.000794,0.000089,0.001381,true
10000,10,4,19,0.000191,0.000289,0.000761,0.000096,0.001337,true
10000,10,4,20,0.000190,0.000334,0.000727,0.000085,0.001337,true
10000,100,1,1,0.000145,0.000228,0.000993,0.000052,0.001419,true
10000,100,1,2,0.000146,0.000243,0.000988,0.000052,0.001428,true
10000,100,1,3,0.000144,0.000225,0.000981,0.000051,0.001402,true
10000,100,1,4,0.000145,0.000243,0.000989,0.000052,0.001430,true
10000,100,1,5,0.000161,0.000228,0.000992,0.000052,0.001433,true
10000,100,1,6,0.000147,0.000228,0.001001,0.000052,0.001429,true
10000,100,1,7,0.000145,0.000251,0.000988,0.000052,0.001436,true
10000,100,1,8,0.000147,0.000245,0.000996,0.000051,0.001439,true
10000,100,1,9,0.000160,0.000224,0.000998,0.000052,0.001434,true
10000,100,1,10,0.000146,0.000226,0.000984,0.000051,0.001407,true
10000,100,1,11,0.000144,0.000225,0.000994,0.000055,0.001418,true
10000,100,1,12,0.000147,0.000236,0.001002,0.000053,0.001438,true
10000,100,1,13,0.000148,0.000218,0.000994,0.000052,0.001411,true
10000,100,1,14,0.000149,0.000233,0.000989,0.000052,0.001423,true
10000,100,1,15,0.000160,0.000219,0.000997,0.000053,0.001429,true
10000,100,1,16,0.000146,0.000228,0.000998,0.000052,0.001424,true
10000,100,1,17,0.000146,0.000219,0.001007,0.000052,0.001423,true
10000,100,1,18,0.000147,0.000219,0.001004,0.000053,0.001423,true
10000,100,1,19,0.000145,0.000220,0.000994,0.000053,0.001412,true
10000,100,1,20,0.000148,0.000233,0.000984,0.000052,0.001416,true
10000,100,2,1,0.000189,0.000240,0.000500,0.000032,0.000962,true
10000,100,2,2,0.000181,0.000235,0.000498,0.000030,0.000944,true
10000,100,2,3,0.000170,0.000241,0.000514,0.000029,0.000954,true
10000,100,2,4,0.000154,0.000243,0.000513,0.000030,0.000940,true
10000,100,2,5,0.000157,0.000250,0.000498,0.000028,0.000932,true
10000,100,2,6,0.000152,0.000254,0.000496,0.000031,0.000934,true
10000,100,2,7,0.000173,0.000242,0.000493,0.000029,0.000936,true
10000,100,2,8,0.000154,0.000241,0.000508,0.000036,0.000938,true
10000,100,2,9,0.000162,0.000236,0.000493,0.000027,0.000918,true
10000,100,2,10,0.000154,0.000254,0.000497,0.000032,0.000937,true
10000,100,2,11,0.000159,0.000235,0.000513,0.000027,0.000934,true
10000,100,2,12,0.000155,0.000249,0.000497,0.000029,0.000930,true
10000,100,2,13,0.000155,0.000237,0.000510,0.000033,0.000934,true
10000,100,2,14,0.000158,0.000248,0.000499,0.000029,0.000934,true
10000,100,2,15,0.000158,0.000260,0.000496,0.000030,0.000944,true
10000,100,2,16,0.000174,0.000244,0.000495,0.000030,0.000942,true
10000,100,2,17,0.000152,0.000291,0.000506,0.000074,0.001024,true
10000,100,2,18,0.000156,0.000237,0.000511,0.000029,0.000933,true
10000,100,2,19,0.000155,0.000243,0.000531,0.000032,0.000960,true
10000,100,2,20,0.000159,0.000270,0.000513,0.000067,0.001009,true
10000,100,3,1,0.000173,0.000202,0.000353,0.000056,0.000784,true
10000,100,3,2,0.000169,0.000202,0.000349,0.000057,0.000777,true
10000,100,3,3,0.000178,0.000202,0.000336,0.000056,0.000772,true
10000,100,3,4,0.000167,0.000202,0.000348,0.000072,0.000789,true
10000,100,3,5,0.000178,0.000201,0.000337,0.000046,0.000762,true
10000,100,3,6,0.000180,0.000201,0.000334,0.000052,0.000766,true
10000,100,3,7,0.000166,0.000211,0.000339,0.000035,0.000752,true
10000,100,3,8,0.000169,0.000203,0.000341,0.000045,0.000758,true
10000,100,3,9,0.000168,0.000202,0.000335,0.000050,0.000755,true
10000,100,3,10,0.000175,0.000219,0.000339,0.000043,0.000775,true
10000,100,3,11,0.000180,0.000202,0.000340,0.000048,0.000770,true
10000,100,3,12,0.000193,0.000225,0.000332,0.000048,0.000800,true
10000,100,3,13,0.000165,0.000201,0.000352,0.000052,0.000771,true
10000,100,3,14,0.000166,0.000204,0.000335,0.000056,0.000761,true
10000,100,3,15,0.000185,0.000206,0.000335,0.000050,0.000775,true
10000,100,3,16,0.000174,0.000200,0.000334,0.000067,0.000775,true
10000,100,3,17,0.000191,0.000200,0.000351,0.000057,0.000799,true
10000,100,3,18,0.000166,0.000210,0.000347,0.000052,0.000775,true
10000,100,3,19,0.000166,0.000202,0.000342,0.000065,0.000775,true
10000,100,3,20,0.000187,0.000201,0.000336,0.000056,0.000779,true
10000,100,4,1,0.000221,0.000195,0.000264,0.000053,0.000734,true
10000,100,4,2,0.000212,0.000193,0.000252,0.000051,0.000708,true
10000,100,4,3,0.000202,0.000202,0.000256,0.000064,0.000725,true
10000,100,4,4,0.000209,0.000192,0.000253,0.000063,0.000717,true
10000,100,4,5,0.000212,0.000193,0.000255,0.000060,0.000720,true
10000,100,4,6,0.000208,0.000204,0.000258,0.000059,0.000729,true
10000,100,4,7,0.000210,0.000192,0.000256,0.000062,0.000720,true
10000,100,4,8,0.000199,0.000202,0.000259,0.000047,0.000708,true
10000,100,4,9,0.000200,0.000205,0.000252,0.000059,0.000716,true
10000,100,4,10,0.000200,0.000193,0.000255,0.000067,0.000715,true
10000,100,4,11,0.000199,0.000191,0.000264,0.000065,0.000718,true
10000,100,4,12,0.000201,0.000191,0.000260,0.000074,0.000727,true
10000,100,4,13,0.000215,0.000192,0.000253,0.000059,0.000719,true
10000,100,4,14,0.000203,0.000193,0.000252,0.000059,0.000707,true
10000,100,4,15,0.000199,0.000191,0.000262,0.000071,0.000723,true
10000,100,4,16,0.000212,0.000192,0.000254,0.000062,0.000720,true
10000,100,4,17,0.000198,0.000203,0.000253,0.000060,0.000714,true
10000,100,4,18,0.000199,0.000191,0.000258,0.000070,0.000718,true
10000,100,4,19,0.000202,0.000193,0.000267,0.000065,0.000727,true
10000,100,4,20,0.000201,0.000193,0.000253,0.000066,0.000713,true
10000,1000,1,1,0.000149,0.000254,0.000509,0.000071,0.000983,true
10000,1000,1,2,0.000149,0.000245,0.000510,0.000072,0.000977,true
10000,1000,1,3,0.000150,0.000253,0.000517,0.000072,0.000992,true
10000,1000,1,4,0.000149,0.000279,0.000514,0.000072,0.001014,true
10000,1000,1,5,0.000150,0.000234,0.000530,0.000072,0.000986,true
10000,1000,1,6,0.000149,0.000251,0.000531,0.000072,0.001004,true
10000,1000,1,7,0.000149,0.000232,0.000542,0.000073,0.000995,true
10000,1000,1,8,0.000169,0.000234,0.000518,0.000071,0.000991,true
10000,1000,1,9,0.000150,0.000253,0.000523,0.000093,0.001019,true
10000,1000,1,10,0.000151,0.000238,0.000531,0.000073,0.000993,true
10000,1000,1,11,0.000149,0.000250,0.000522,0.000071,0.000993,true
10000,1000,1,12,0.000150,0.000237,0.000541,0.000072,0.001000,true
10000,1000,1,13,0.000163,0.000238,0.000517,0.000072,0.000990,true
10000,1000,1,14,0.000149,0.000258,0.000518,0.000073,0.000998,true
10000,1000,1,15,0.000149,0.000235,0.000518,0.000071,0.000973,true
10000,1000,1,16,0.000149,0.000239,0.000509,0.000084,0.000982,true
10000,1000,1,17,0.000149,0.000235,0.000507,0.000094,0.000985,true
10000,1000,1,18,0.000162,0.000241,0.000506,0.000072,0.000980,true
10000,1000,1,19,0.000148,0.000236,0.000524,0.000080,0.000989,true
10000,1000,1,20,0.000148,0.000246,0.000540,0.000073,0.001007,true
10000,1000,2,1,0.000156,0.000227,0.000285,0.000050,0.000718,true
10000,1000,2,2,0.000156,0.000231,0.000259,0.000061,0.000706,true
10000,1000,2,3,0.000156,0.000226,0.000264,0.000045,0.000691,true
10000,1000,2,4,0.000155,0.000227,0.000267,0.000047,0.000697,true
10000,1000,2,5,0.000155,0.000227,0.000276,0.000045,0.000703,true
10000,1000,2,6,0.000156,0.000243,0.000263,0.000049,0.000711,true
10000,1000,2,7,0.000157,0.000233,0.000280,0.000048,0.000718,true
10000,1000,2,8,0.000157,0.000231,0.000283,0.000046,0.000716,true
10000,1000,2,9,0.000167,0.000230,0.000262,0.000046,0.000704,true
10000,1000,2,10,0.000155,0.000230,0.000259,0.000044,0.000689,true
10000,1000,2,11,0.000162,0.000230,0.000290,0.000053,0.000734,true
10000,1000,2,12,0.000157,0.000242,0.000267,0.000046,0.000712,true
10000,1000,2,13,0.000157,0.000226,0.000284,0.000047,0.000714,true
10000,1000,2,14,0.000155,0.000226,0.000264,0.000047,0.000693,true
10000,1000,2,15,0.000156,0.000230,0.000277,0.000050,0.000713,true
10000,1000,2,16,0.000183,0.000227,0.000265,0.000046,0.000721,true
10000,1000,2,17,0.000159,0.000226,0.000274,0.000052,0.000711,true
10000,1000,2,18,0.000160,0.000230,0.000280,0.000057,0.000727,true
10000,1000,2,19,0.000157,0.000247,0.000265,0.000049,0.000718,true
10000,1000,2,20,0.000159,0.000231,0.000263,0.000060,0.000713,true
10000,1000,3,1,0.000168,0.000198,0.000175,0.000078,0.000619,true
10000,1000,3,2,0.000170,0.000201,0.000179,0.000084,0.000634,true
10000,1000,3,3,0.000171,0.000213,0.000179,0.000085,0.000649,true
10000,1000,3,4,0.000167,0.000214,0.000180,0.000082,0.000643,true
10000,1000,3,5,0.000165,0.000199,0.000178,0.000080,0.000622,true
10000,1000,3,6,0.000166,0.000207,0.000184,0.000079,0.000636,true
10000,1000,3,7,0.000175,0.000201,0.000185,0.000099,0.000660,true
10000,1000,3,8,0.000166,0.000199,0.000196,0.000080,0.000641,true
10000,1000,3,9,0.000181,0.000200,0.000174,0.000077,0.000631,true
10000,1000,3,10,0.000179,0.000200,0.000181,0.000083,0.000642,true
10000,1000,3,11,0.000168,0.000199,0.000185,0.000089,0.000641,true
10000,1000,3,12,0.000168,0.000201,0.000179,0.000079,0.000626,true
10000,1000,3,13,0.000181,0.000201,0.000181,0.000080,0.000643,true
10000,1000,3,14,0.000191,0.000226,0.000191,0.000050,0.000659,true
10000,1000,3,15,0.000173,0.000198,0.000180,0.000080,0.000631,true
10000,1000,3,16,0.000168,0.000200,0.000180,0.000086,0.000634,true
10000,1000,3,17,0.000180,0.000199,0.000178,0.000087,0.000645,true
10000,1000,3,18,0.000179,0.000203,0.000180,0.000085,0.000647,true
10000,1000,3,19,0.000167,0.000202,0.000196,0.000088,0.000653,true
10000,1000,3,20,0.000179,0.000199,0.000180,0.000089,0.000647,true
10000,1000,4,1,0.000195,0.000189,0.000135,0.000073,0.000592,true
10000,1000,4,2,0.000196,0.000187,0.000151,0.000071,0.000604,true
10000,1000,4,3,0.000194,0.000193,0.000143,0.000076,0.000606,true
10000,1000,4,4,0.000192,0.000186,0.000137,0.000072,0.000586,true
10000,1000,4,5,0.000190,0.000187,0.000146,0.000089,0.000612,true
10000,1000,4,6,0.000200,0.000186,0.000135,0.000074,0.000595,true
10000,1000,4,7,0.000189,0.000187,0.000136,0.000073,0.000585,true
10000,1000,4,8,0.000192,0.000185,0.000136,0.000071,0.000584,true
10000,1000,4,9,0.000189,0.000189,0.000135,0.000077,0.000590,true
10000,1000,4,10,0.000200,0.000187,0.000143,0.000076,0.000605,true
10000,1000,4,11,0.000209,0.000187,0.000136,0.000079,0.000611,true
10000,1000,4,12,0.000193,0.000200,0.000137,0.000080,0.000610,true
10000,1000,4,13,0.000193,0.000201,0.000138,0.000078,0.000610,true
10000,1000,4,14,0.000188,0.000185,0.000140,0.000080,0.000593,true
10000,1000,4,15,0.000208,0.000190,0.000136,0.000076,0.000610,true
10000,1000,4,16,0.000190,0.000187,0.000148,0.000077,0.000602,true
10000,1000,4,17,0.000203,0.000188,0.000135,0.000077,0.000604,true
10000,1000,4,18,0.004642,0.000191,0.000142,0.001573,0.006547,true
10000,1000,4,19,0.000199,0.000187,0.000137,0.000068,0.000590,true
10000,1000,4,20,0.000190,0.000189,0.000137,0.000072,0.000588,true
10000,10000,1,1,0.000147,0.000261,0.000300,0.000262,0.000969,true
10000,10000,1,2,0.000145,0.000246,0.000303,0.000270,0.000964,true
10000,10000,1,3,0.000146,0.000246,0.000328,0.000255,0.000974,true
10000,10000,1,4,0.000146,0.000253,0.000318,0.000283,0.001001,true
10000,10000,1,5,0.000146,0.000274,0.000300,0.000253,0.000972,true
10000,10000,1,6,0.000170,0.000252,0.000299,0.000252,0.000972,true
10000,10000,1,7,0.000145,0.000254,0.000333,0.000252,0.000985,true
10000,10000,1,8,0.000145,0.000245,0.000316,0.000252,0.000959,true
10000,10000,1,9,0.000146,0.000246,0.000328,0.000256,0.000977,true
10000,10000,1,10,0.000146,0.000245,0.000334,0.000256,0.000981,true
10000,10000,1,11,0.000145,0.000266,0.000318,0.000255,0.000984,true
10000,10000,1,12,0.000160,0.000300,0.000304,0.000253,0.001017,true
10000,10000,1,13,0.000146,0.000241,0.000321,0.000269,0.000978,true
10000,10000,1,14,0.000144,0.000283,0.000299,0.000257,0.000984,true
10000,10000,1,15,0.000158,0.000271,0.000300,0.000257,0.000985,true
10000,10000,1,16,0.000147,0.000245,0.000322,0.000273,0.000987,true
10000,10000,1,17,0.000146,0.000258,0.000307,0.000256,0.000968,true
10000,10000,1,18,0.000160,0.000245,0.000301,0.000271,0.000977,true
10000,10000,1,19,0.000146,0.000258,0.000307,0.000257,0.000968,true
10000,10000,1,20,0.000146,0.000250,0.000307,0.000269,0.000971,true
10000,10000,2,1,0.000166,0.000235,0.000150,0.000189,0.000739,true
10000,10000,2,2,0.000153,0.000254,0.000150,0.000184,0.000741,true
10000,10000,2,3,0.000151,0.000234,0.000150,0.000185,0.000719,true
10000,10000,2,4,0.000151,0.000253,0.000151,0.000188,0.000742,true
10000,10000,2,5,0.000152,0.000234,0.000163,0.000202,0.000752,true
10000,10000,2,6,0.000165,0.000233,0.000154,0.000188,0.000740,true
10000,10000,2,7,0.000155,0.000233,0.000149,0.000205,0.000741,true
10000,10000,2,8,0.000153,0.000234,0.000153,0.000190,0.000729,true
10000,10000,2,9,0.000151,0.000234,0.000165,0.000186,0.000736,true
10000,10000,2,10,0.000151,0.000233,0.000150,0.000188,0.000721,true
10000,10000,2,11,0.000150,0.000242,0.000152,0.000209,0.000753,true
10000,10000,2,12,0.000152,0.000232,0.000152,0.000190,0.000727,true
10000,10000,2,13,0.000164,0.000235,0.000152,0.000185,0.000735,true
10000,10000,2,14,0.000151,0.000245,0.000153,0.000185,0.000733,true
10000,10000,2,15,0.000147,0.000245,0.000152,0.000192,0.000736,true
10000,10000,2,16,0.000147,0.000241,0.000158,0.000192,0.000738,true
10000,10000,2,17,0.000150,0.000232,0.000154,0.000198,0.000735,true
10000,10000,2,18,0.000154,0.000248,0.000150,0.000188,0.000739,true
10000,10000,2,19,0.000153,0.000251,0.000153,0.000181,0.000738,true
10000,10000,2,20,0.000166,0.000232,0.000154,0.000185,0.000737,true
10000,10000,3,1,0.000175,0.000202,0.000101,0.000199,0.000676,true
10000,10000,3,2,0.000165,0.000202,0.000102,0.000202,0.000671,true
10000,10000,3,3,0.000168,0.000202,0.000101,0.000205,0.000675,true
10000,10000,3,4,0.000174,0.000201,0.000101,0.000196,0.000672,true
10000,10000,3,5,0.000169,0.000201,0.000102,0.000201,0.000672,true
10000,10000,3,6,0.000166,0.000205,0.000114,0.000201,0.000687,true
10000,10000,3,7,0.000167,0.000216,0.000104,0.000198,0.000686,true
10000,10000,3,8,0.000174,0.000201,0.000103,0.000202,0.000679,true
10000,10000,3,9,0.000166,0.000201,0.000118,0.000202,0.000687,true
10000,10000,3,10,0.000164,0.000201,0.000104,0.000201,0.000669,true
10000,10000,3,11,0.000168,0.000201,0.000108,0.000212,0.000689,true
10000,10000,3,12,0.000167,0.000201,0.000101,0.000204,0.000674,true
10000,10000,3,13,0.000165,0.000201,0.000103,0.000232,0.000702,true
10000,10000,3,14,0.000167,0.000201,0.000103,0.000197,0.000668,true
10000,10000,3,15,0.000169,0.000200,0.000104,0.000223,0.000696,true
10000,10000,3,16,0.000167,0.000201,0.000102,0.000207,0.000677,true
10000,10000,3,17,0.000168,0.000201,0.000101,0.000205,0.000676,true
10000,10000,3,18,0.000168,0.000201,0.000101,0.000201,0.000672,true
10000,10000,3,19,0.000187,0.000205,0.000118,0.000202,0.000712,true
10000,10000,3,20,0.000172,0.000202,0.000104,0.000207,0.000684,true
10000,10000,4,1,0.000212,0.000185,0.000077,0.000190,0.000664,true
10000,10000,4,2,0.000199,0.000185,0.000078,0.000198,0.000660,true
10000,10000,4,3,0.000190,0.000185,0.000086,0.000198,0.000658,true
10000,10000,4,4,0.004675,0.000202,0.000079,0.005782,0.010737,true
10000,10000,4,5,0.000212,0.000185,0.000087,0.000200,0.000684,true
10000,10000,4,6,0.000213,0.000186,0.000079,0.000194,0.000672,true
10000,10000,4,7,0.000207,0.000184,0.000079,0.000188,0.000658,true
10000,10000,4,8,0.000197,0.000189,0.000089,0.000189,0.000664,true
10000,10000,4,9,0.000199,0.000185,0.000077,0.000192,0.000653,true
10000,10000,4,10,0.000196,0.000187,0.000084,0.000202,0.000668,true
10000,10000,4,11,0.000194,0.000185,0.000077,0.000210,0.000666,true
10000,10000,4,12,0.000197,0.000184,0.000077,0.000191,0.000649,true
10000,10000,4,13,0.000203,0.000185,0.000077,0.000194,0.000659,true
10000,10000,4,14,0.000199,0.000185,0.000077,0.000192,0.000653,true
10000,10000,4,15,0.000195,0.000185,0.000078,0.000193,0.000651,true
10000,10000,4,16,0.000190,0.000185,0.000079,0.000222,0.000675,true
10000,10000,4,17,0.000196,0.000189,0.000089,0.000197,0.000671,true
10000,10000,4,18,0.000195,0.000186,0.000079,0.000194,0.000654,true
10000,10000,4,19,0.000202,0.000185,0.000077,0.000195,0.000659,true
10000,10000,4,20,0.000212,0.000185,0.000077,0.000195,0.000669,true
100000,10,1,1,0.001214,0.002584,0.019274,0.000388,0.023461,true
100000,10,1,2,0.001196,0.002608,0.019320,0.000402,0.023526,true
100000,10,1,3,0.001201,0.002582,0.019221,0.000406,0.023409,true
100000,10,1,4,0.001203,0.002540,0.019287,0.000390,0.023421,true
100000,10,1,5,0.001202,0.002620,0.019254,0.000401,0.023477,true
100000,10,1,6,0.001192,0.002587,0.019260,0.000403,0.023442,true
100000,10,1,7,0.001209,0.002675,0.019259,0.000401,0.023544,true
