N,B,P,TEST_CASE_NUM,T_A,T_B,T_C,T_D,T_E,IS_SORTED
10000000,10,1,8,0.123178,0.245746,2.897637,0.040926,3.307487,true
10000000,10,1,9,0.122719,0.244583,2.903174,0.041039,3.311515,true
10000000,10,1,10,0.123187,0.244182,2.901105,0.040673,3.309147,true
10000000,10,1,11,0.125966,0.245059,2.894980,0.041150,3.307155,false
10000000,10,1,12,0.124385,0.246615,2.903483,0.041118,3.315601,false
10000000,10,1,13,0.124334,0.247693,2.896784,0.041206,3.310018,false
10000000,10,1,14,0.147952,0.246362,2.901494,0.041147,3.336955,true
10000000,10,1,15,0.123212,0.244286,2.901716,0.041092,3.310305,true
10000000,10,1,16,0.122774,0.246035,2.901653,0.041459,3.311920,true
10000000,10,1,17,0.123285,0.245980,2.897973,0.041180,3.308419,false
10000000,10,1,18,0.124434,0.246947,2.897139,0.041095,3.309615,false
10000000,10,1,19,0.124415,0.246104,2.900235,0.041165,3.311918,false
10000000,10,1,20,0.124233,0.246585,2.899946,0.041192,3.311957,true
10000000,10,2,1,0.061899,0.311125,1.456629,0.021359,1.851012,true
10000000,10,2,2,0.061626,0.299702,1.449637,0.022812,1.833778,true
10000000,10,2,3,0.061483,0.332778,1.454015,0.049472,1.897748,true
10000000,10,2,4,0.061561,0.309489,1.450107,0.021190,1.842346,false
10000000,10,2,5,0.061517,0.313117,1.455177,0.023340,1.853151,true
10000000,10,2,6,0.061614,0.311715,1.448255,0.021802,1.843385,false
10000000,10,2,7,0.061578,0.311553,1.454567,0.024215,1.851913,true
10000000,10,2,8,0.061679,0.293781,1.456269,0.025920,1.837648,true
10000000,10,2,9,0.061794,0.335281,1.454006,0.058548,1.909630,true
10000000,10,2,10,0.077914,0.299005,1.453386,0.021763,1.852068,true
10000000,10,2,11,0.062098,0.305567,1.495973,0.020865,1.884504,true
10000000,10,2,12,0.061687,0.296448,1.451486,0.024997,1.834618,false
10000000,10,2,13,0.062969,0.300169,1.450577,0.023032,1.836746,false
10000000,10,2,14,0.061704,0.296270,1.449625,0.022867,1.830466,true
10000000,10,2,15,0.064456,0.294142,1.453312,0.024418,1.836328,true
10000000,10,2,16,0.061368,0.294430,1.454674,0.033361,1.843833,false
10000000,10,2,17,0.061773,0.291747,1.450369,0.026180,1.830069,true
10000000,10,2,18,0.061833,0.292125,1.452207,0.028251,1.834415,false
10000000,10,2,19,0.061531,0.303837,1.449627,0.022782,1.837777,true
10000000,10,2,20,0.061885,0.296781,1.448728,0.020545,1.827939,false
10000000,10,3,1,0.041149,0.301362,0.970118,0.221820,1.534449,true
10000000,10,3,2,0.041232,0.302113,0.971785,0.222250,1.537379,true
10000000,10,3,3,0.041215,0.317080,0.971988,0.222254,1.552538,true
10000000,10,3,4,0.041134,0.299876,0.953957,0.221520,1.516486,true
10000000,10,3,5,0.041059,0.311119,0.969644,0.220938,1.542760,false
10000000,10,3,6,0.041042,0.299611,0.970797,0.221090,1.532539,true
10000000,10,3,7,0.041069,0.318935,0.967991,0.223613,1.551607,false
10000000,10,3,8,0.041065,0.293198,0.971911,0.222970,1.529144,false
10000000,10,3,9,0.047379,0.294426,0.955654,0.232571,1.530029,true
10000000,10,3,10,0.040938,0.303593,0.970043,0.223525,1.538100,true
10000000,10,3,11,0.041070,0.299972,0.970683,0.229688,1.541414,true
10000000,10,3,12,0.040970,0.303153,0.969014,0.224493,1.537630,true
10000000,10,3,13,0.041215,0.296453,0.968916,0.229859,1.536443,true
10000000,10,3,14,0.041089,0.328768,0.967854,0.220669,1.558380,false
10000000,10,3,15,0.041117,0.304917,0.969515,0.223490,1.539039,false
10000000,10,3,16,0.041161,0.304868,0.970245,0.223476,1.539751,false
10000000,10,3,17,0.041366,0.301729,0.970584,0.220038,1.533717,true
10000000,10,3,18,0.041207,0.318771,0.969545,0.221409,1.550932,true
10000000,10,3,19,0.041061,0.311517,0.970546,0.219217,1.542342,true
10000000,10,3,20,0.041169,0.304617,0.971557,0.223724,1.541067,true
10000000,10,4,1,0.030949,0.318584,0.727053,0.184985,1.261570,true
10000000,10,4,2,0.030888,0.307696,0.726216,0.192104,1.256904,true
10000000,10,4,3,0.030845,0.308556,0.727102,0.187013,1.253516,true
10000000,10,4,4,0.030753,0.325186,0.742932,0.174628,1.273499,true
10000000,10,4,5,0.030941,0.317146,0.726746,0.183466,1.258299,false
10000000,10,4,6,0.030932,0.312355,0.726676,0.184043,1.254006,false
10000000,10,4,7,0.030830,0.327827,0.748525,0.196367,1.303549,false
10000000,10,4,8,0.033010,0.302447,0.749121,0.230099,1.314677,true
10000000,10,4,9,0.031034,0.329123,0.728313,0.189707,1.278176,true
10000000,10,4,10,0.031222,0.310628,0.727158,0.184977,1.253985,true
10000000,10,4,11,0.031076,0.308021,0.727403,0.182971,1.249471,true
10000000,10,4,12,0.031210,0.327008,0.727164,0.184436,1.269818,false
10000000,10,4,13,0.031173,0.327044,0.726840,0.186756,1.271813,false
10000000,10,4,14,0.031011,0.309659,0.726457,0.198637,1.265763,true
10000000,10,4,15,0.031048,0.329322,0.727565,0.189143,1.277078,true
10000000,10,4,16,0.030972,0.307371,0.727171,0.190793,1.256307,true
10000000,10,4,17,0.031031,0.308950,0.726960,0.197203,1.264144,true
10000000,10,4,18,0.031013,0.309152,0.726143,0.196564,1.262872,false
10000000,10,4,19,0.030924,0.317098,0.727261,0.182977,1.258260,false
10000000,10,4,20,0.030800,0.311779,0.726006,0.181747,1.250333,false
10000000,100,1,1,0.122786,0.268735,2.394968,0.041299,2.827789,true
10000000,100,1,2,0.123395,0.268415,2.394750,0.041196,2.827756,true
10000000,100,1,3,0.123421,0.268329,2.393537,0.041364,2.826651,true
10000000,100,1,4,0.123749,0.268576,2.394210,0.041208,2.827743,true
10000000,100,1,5,0.124693,0.268502,2.398135,0.041221,2.832552,true
10000000,100,1,6,0.124012,0.268551,2.395929,0.041229,2.829721,false
10000000,100,1,7,0.123396,0.268422,2.393808,0.040912,2.826538,true
10000000,100,1,8,0.129606,0.268099,2.392866,0.041147,2.831718,true
10000000,100,1,9,0.123200,0.268436,2.399812,0.041234,2.832682,true
10000000,100,1,10,0.122870,0.268507,2.394210,0.041283,2.826869,true
10000000,100,1,11,0.123753,0.268266,2.394124,0.041206,2.827348,false
10000000,100,1,12,0.124447,0.268297,2.394433,0.041191,2.828368,true
10000000,100,1,13,0.124273,0.267894,2.394516,0.041287,2.827970,true
10000000,100,1,14,0.124078,0.268081,2.396258,0.041282,2.829699,true
10000000,100,1,15,0.123488,0.306761,2.395537,0.041254,2.867039,true
10000000,100,1,16,0.123557,0.389585,2.401243,0.041132,2.955517,true
10000000,100,1,17,0.123185,0.268441,2.401289,0.041177,2.834091,true
10000000,100,1,18,0.122953,0.268650,2.393911,0.041177,2.826691,true
10000000,100,1,19,0.123962,0.268325,2.396962,0.041208,2.830457,true
10000000,100,1,20,0.123744,0.268491,2.397227,0.041446,2.830908,true
10000000,100,2,1,0.061845,0.270692,1.197870,0.034692,1.565099,true
10000000,100,2,2,0.062399,0.256712,1.200166,0.021112,1.540388,false
10000000,100,2,3,0.063088,0.260968,1.202303,0.020857,1.547215,true
10000000,100,2,4,0.061786,0.256794,1.201337,0.021698,1.541615,true
10000000,100,2,5,0.061660,0.256214,1.198052,0.021468,1.537394,true
10000000,100,2,6,0.061456,0.256707,1.198135,0.020957,1.537255,true
10000000,100,2,7,0.061397,0.256981,1.198943,0.021235,1.538556,true
10000000,100,2,8,0.061457,0.257213,1.197477,0.020508,1.536655,true
10000000,100,2,9,0.061324,0.255785,1.197771,0.021417,1.536298,true
10000000,100,2,10,0.061451,0.259566,1.198131,0.024165,1.543313,true
10000000,100,2,11,0.061554,0.288232,1.197601,0.051611,1.598998,true
10000000,100,2,12,0.061794,0.256554,1.199947,0.022021,1.540316,true
10000000,100,2,13,0.062099,0.256896,1.200551,0.021809,1.541355,true
10000000,100,2,14,0.061879,0.256945,1.198215,0.020473,1.537512,true
10000000,100,2,15,0.061945,0.256196,1.201413,0.020954,1.540508,true
10000000,100,2,16,0.062004,0.277749,1.197249,0.040470,1.577471,true
10000000,100,2,17,0.061836,0.256765,1.201488,0.021377,1.541466,true
10000000,100,2,18,0.061792,0.256381,1.201338,0.022621,1.542133,true
10000000,100,2,19,0.061719,0.257923,1.198087,0.021566,1.539295,false
10000000,100,2,20,0.061991,0.256665,1.200040,0.020799,1.539495,true
10000000,100,3,1,0.041027,0.226970,0.799605,0.047632,1.115234,false
10000000,100,3,2,0.040956,0.230527,0.803310,0.035643,1.110435,true
10000000,100,3,3,0.040965,0.229620,0.800369,0.047874,1.118828,true
10000000,100,3,4,0.040963,0.229540,0.801716,0.046630,1.118849,true
10000000,100,3,5,0.040960,0.227547,0.805394,0.047846,1.121747,false
10000000,100,3,6,0.041036,0.230219,0.803019,0.047901,1.122176,true
10000000,100,3,7,0.041000,0.227168,0.802200,0.046908,1.117276,false
10000000,100,3,8,0.041109,0.227172,0.800035,0.046668,1.114984,false
10000000,100,3,9,0.041226,0.230437,0.799680,0.046807,1.118150,true
10000000,100,3,10,0.041127,0.231199,0.799853,0.048576,1.120756,false
10000000,100,3,11,0.041219,0.229495,0.800126,0.044669,1.115510,false
10000000,100,3,12,0.041248,0.227835,0.799847,0.047272,1.116202,true
10000000,100,3,13,0.041149,0.240351,0.816459,0.040247,1.138205,true
10000000,100,3,14,0.041200,0.230499,0.801915,0.047830,1.121445,true
10000000,100,3,15,0.041241,0.229714,0.800502,0.045190,1.116646,false
10000000,100,3,16,0.041120,0.225735,0.802165,0.044471,1.113491,true
10000000,100,3,17,0.041073,0.230534,0.800225,0.047437,1.119269,true
10000000,100,3,18,0.041070,0.228609,0.799484,0.046691,1.115854,true
10000000,100,3,19,0.040957,0.230360,0.800489,0.048314,1.120120,true
10000000,100,3,20,0.041015,0.229906,0.799694,0.045949,1.116563,true
10000000,100,4,1,0.030975,0.207400,0.600090,0.053791,0.892257,true
10000000,100,4,2,0.030775,0.206517,0.600605,0.054119,0.892016,true
10000000,100,4,3,0.030722,0.208712,0.600848,0.057351,0.897632,true
10000000,100,4,4,0.030839,0.207185,0.600619,0.054002,0.892646,true
10000000,100,4,5,0.030829,0.209050,0.600516,0.057134,0.897528,true
10000000,100,4,6,0.030933,0.209311,0.601692,0.053676,0.895611,true
10000000,100,4,7,0.030914,0.215934,0.600692,0.046483,0.894023,true
10000000,100,4,8,0.031348,0.208527,0.601215,0.054942,0.896032,true
10000000,100,4,9,0.031074,0.206445,0.601077,0.055188,0.893785,true
10000000,100,4,10,0.031045,0.206471,0.599938,0.056856,0.894311,true
10000000,100,4,11,0.031055,0.208736,0.599326,0.055944,0.895061,false
10000000,100,4,12,0.031058,0.213838,0.599485,0.050138,0.894519,false
10000000,100,4,13,0.031129,0.209163,0.599916,0.056151,0.896359,false
10000000,100,4,14,0.031571,0.208383,0.599568,0.055978,0.895500,false
10000000,100,4,15,0.031277,0.208129,0.599298,0.054525,0.893228,true
10000000,100,4,16,0.031075,0.206165,0.600408,0.056519,0.894167,true
10000000,100,4,17,0.030984,0.208083,0.599852,0.055556,0.894475,true
10000000,100,4,18,0.030994,0.208238,0.600353,0.056016,0.895601,true
10000000,100,4,19,0.030946,0.208207,0.599668,0.055744,0.894566,true
10000000,100,4,20,0.031019,0.208118,0.599513,0.055093,0.893744,true
10000000,1000,1,1,0.123152,0.349402,1.900300,0.041696,2.414550,true
10000000,1000,1,2,0.123292,0.345498,1.900530,0.041565,2.410885,true
10000000,1000,1,3,0.122550,0.344779,1.901185,0.041732,2.410246,true
10000000,1000,1,4,0.123197,0.386575,1.900039,0.041543,2.451354,true
10000000,1000,1,5,0.124102,0.343077,1.906630,0.041654,2.415462,true
10000000,1000,1,6,0.123665,0.343942,1.906895,0.041785,2.416287,true
10000000,1000,1,7,0.124138,0.343455,1.906420,0.041623,2.415636,false
10000000,1000,1,8,0.123931,0.356477,1.901236,0.041672,2.423316,true
10000000,1000,1,9,0.123526,0.343534,1.900563,0.041675,2.409297,true
10000000,1000,1,10,0.123119,0.343610,1.901354,0.041631,2.409715,true
10000000,1000,1,11,0.122887,0.342125,1.904796,0.041466,2.411274,true
10000000,1000,1,12,0.122907,0.347416,1.901198,0.041697,2.413218,true
10000000,1000,1,13,0.122768,0.343688,1.900444,0.041662,2.408563,true
10000000,1000,1,14,0.123458,0.342290,1.901391,0.041621,2.408760,true
10000000,1000,1,15,0.124318,0.351951,1.901394,0.041633,2.419295,false
10000000,1000,1,16,0.124226,0.343810,1.898394,0.041646,2.408076,true
10000000,1000,1,17,0.124739,0.347582,1.905207,0.041776,2.419304,true
10000000,1000,1,18,0.123661,0.347763,1.900683,0.041816,2.413923,false
10000000,1000,1,19,0.123389,0.341381,1.906426,0.041675,2.412871,true
10000000,1000,1,20,0.123389,0.344818,1.899741,0.041558,2.409505,true
10000000,1000,2,1,0.061424,0.257725,0.953218,0.023718,1.296085,true
10000000,1000,2,2,0.061156,0.263984,0.950951,0.022972,1.299063,false
10000000,1000,2,3,0.061325,0.264291,0.949970,0.024213,1.299798,false
10000000,1000,2,4,0.061612,0.257351,0.953512,0.022882,1.295357,true
10000000,1000,2,5,0.061478,0.264820,0.952860,0.025037,1.304195,false
10000000,1000,2,6,0.061969,0.263997,0.951014,0.024522,1.301502,false
10000000,1000,2,7,0.062037,0.258352,0.950104,0.022751,1.293244,false
10000000,1000,2,8,0.062094,0.259144,0.950646,0.023224,1.295108,true
10000000,1000,2,9,0.061898,0.263719,0.951283,0.024125,1.301026,true
10000000,1000,2,10,0.061605,0.260489,0.950738,0.024024,1.296855,true
10000000,1000,2,11,0.062007,0.257404,0.949548,0.023383,1.292342,true
10000000,1000,2,12,0.063399,0.258176,0.953437,0.023956,1.298969,true
10000000,1000,2,13,0.061810,0.258039,0.954082,0.023386,1.297317,true
10000000,1000,2,14,0.061777,0.264229,0.950067,0.023151,1.299224,true
10000000,1000,2,15,0.061495,0.264283,0.949693,0.024064,1.299535,true
10000000,1000,2,16,0.061602,0.260531,0.952996,0.024548,1.299677,true
10000000,1000,2,17,0.061452,0.259007,0.951915,0.023267,1.295641,true
10000000,1000,2,18,0.061091,0.258199,0.954434,0.023938,1.297662,false
10000000,1000,2,19,0.061888,0.262290,0.952938,0.021859,1.298976,false
10000000,1000,2,20,0.061438,0.263652,0.949964,0.025156,1.300210,true
10000000,1000,3,1,0.041058,0.217517,0.637066,0.053184,0.948825,true
10000000,1000,3,2,0.041010,0.217183,0.633910,0.053162,0.945264,true
10000000,1000,3,3,0.041121,0.217099,0.634798,0.053495,0.946513,true
10000000,1000,3,4,0.041137,0.216918,0.634215,0.053378,0.945648,true
10000000,1000,3,5,0.041141,0.217674,0.636570,0.054614,0.949999,true
10000000,1000,3,6,0.041159,0.217349,0.634061,0.053412,0.945981,false
10000000,1000,3,7,0.041149,0.220818,0.639022,0.048464,0.949454,false
10000000,1000,3,8,0.041245,0.217256,0.634760,0.053390,0.946650,true
10000000,1000,3,9,0.041186,0.219749,0.635762,0.051232,0.947929,true
10000000,1000,3,10,0.041278,0.220168,0.636410,0.050530,0.948386,false
10000000,1000,3,11,0.041103,0.217430,0.634964,0.053832,0.947330,false
10000000,1000,3,12,0.041103,0.220874,0.637199,0.050270,0.949445,false
10000000,1000,3,13,0.041236,0.217472,0.634539,0.053471,0.946718,true
10000000,1000,3,14,0.041588,0.217663,0.624434,0.040900,0.924584,true
10000000,1000,3,15,0.045527,0.217045,0.633708,0.054217,0.950496,true
10000000,1000,3,16,0.040974,0.217505,0.622880,0.041550,0.922909,true
10000000,1000,3,17,0.041057,0.220142,0.634366,0.051444,0.947008,true
10000000,1000,3,18,0.040913,0.217845,0.634641,0.053187,0.946586,true
10000000,1000,3,19,0.041092,0.217332,0.634362,0.052518,0.945304,true
10000000,1000,3,20,0.040914,0.217350,0.635410,0.052136,0.945810,true
10000000,1000,4,1,0.030816,0.201390,0.475571,0.054266,0.762043,true
10000000,1000,4,2,0.030974,0.198840,0.476154,0.056637,0.762604,true
10000000,1000,4,3,0.030910,0.198931,0.476949,0.055504,0.762294,true
10000000,1000,4,4,0.030979,0.201002,0.475541,0.053957,0.761479,true
10000000,1000,4,5,0.031131,0.199635,0.477084,0.055670,0.763519,true
10000000,1000,4,6,0.031072,0.198775,0.475576,0.055532,0.760955,true
10000000,1000,4,7,0.031105,0.198823,0.476135,0.055887,0.761950,true
10000000,1000,4,8,0.031042,0.198782,0.475609,0.055778,0.761212,true
10000000,1000,4,9,0.031011,0.199018,0.475617,0.055795,0.761441,true
10000000,1000,4,10,0.031099,0.198926,0.476259,0.055863,0.762147,true
10000000,1000,4,11,0.031102,0.198905,0.475669,0.057583,0.763259,true
10000000,1000,4,12,0.031061,0.198940,0.475914,0.057369,0.763282,true
10000000,1000,4,13,0.031026,0.199035,0.475960,0.056083,0.762104,false
10000000,1000,4,14,0.031004,0.198993,0.477144,0.055639,0.762780,false
10000000,1000,4,15,0.030980,0.198951,0.477171,0.056763,0.763866,false
10000000,1000,4,16,0.031105,0.198952,0.476111,0.055890,0.762058,false
10000000,1000,4,17,0.030999,0.198812,0.476180,0.055926,0.761918,true
10000000,1000,4,18,0.030891,0.201147,0.477474,0.053444,0.762957,true
10000000,1000,4,19,0.030939,0.198855,0.477267,0.056145,0.763205,true
10000000,1000,4,20,0.030807,0.199509,0.475889,0.055653,0.761858,true
10000000,10000,1,1,0.123291,0.558485,1.427730,0.042615,2.152122,true
10000000,10000,1,2,0.122903,0.549388,1.435108,0.042821,2.150219,true
10000000,10000,1,3,0.123425,0.571334,1.426331,0.042787,2.163877,true
10000000,10000,1,4,0.124165,0.550108,1.437948,0.042838,2.155059,true
10000000,10000,1,5,0.123879,0.554643,1.429524,0.042731,2.150777,true
10000000,10000,1,6,0.124305,0.558789,1.432314,0.042866,2.158275,true
10000000,10000,1,7,0.124743,0.537893,1.433037,0.042987,2.138660,true
10000000,10000,1,8,0.124088,0.574200,1.434843,0.042847,2.175978,true
10000000,10000,1,9,0.123895,0.533854,1.434031,0.042721,2.134501,true
10000000,10000,1,10,0.130255,0.559057,1.432183,0.042848,2.164343,true
10000000,10000,1,11,0.122941,0.687692,1.435331,0.042603,2.288568,true
10000000,10000,1,12,0.122820,0.547902,1.432968,0.042825,2.146515,true
10000000,10000,1,13,0.122914,0.532904,1.435556,0.042951,2.134325,true
10000000,10000,1,14,0.123959,0.560002,1.431766,0.043466,2.159193,true
10000000,10000,1,15,0.124435,0.555037,1.433931,0.042834,2.156237,true
10000000,10000,1,16,0.123935,0.558319,1.427485,0.042819,2.152558,true
10000000,10000,1,17,0.131401,0.544957,1.431524,0.042839,2.150721,true
10000000,10000,1,18,0.124514,0.549441,1.437168,0.042660,2.153783,true
10000000,10000,1,19,0.123922,0.554391,1.431117,0.042841,2.152271,true
10000000,10000,1,20,0.124031,0.569628,1.440701,0.042789,2.177149,true
10000000,10000,2,1,0.061581,0.329366,0.713690,0.026896,1.131533,true
10000000,10000,2,2,0.061384,0.323522,0.714653,0.025293,1.124853,true
10000000,10000,2,3,0.061358,0.319366,0.714681,0.024325,1.119729,true
10000000,10000,2,4,0.062009,0.319754,0.718164,0.023083,1.123011,false
10000000,10000,2,5,0.061799,0.321641,0.718097,0.022766,1.124303,true
10000000,10000,2,6,0.077755,0.319123,0.715195,0.023662,1.135735,true
10000000,10000,2,7,0.061689,0.330951,0.714359,0.035612,1.142612,true
10000000,10000,2,8,0.062590,0.323832,0.713627,0.022960,1.123010,true
10000000,10000,2,9,0.061960,0.319887,0.714982,0.023774,1.120603,true
10000000,10000,2,10,0.062026,0.321176,0.719146,0.024084,1.126431,false
10000000,10000,2,11,0.062062,0.321176,0.716054,0.025033,1.124325,false
10000000,10000,2,12,0.062187,0.318453,0.715999,0.021883,1.118522,true
10000000,10000,2,13,0.062132,0.321102,0.715301,0.024753,1.123288,false
10000000,10000,2,14,0.062118,0.320062,0.714530,0.023517,1.120227,false
10000000,10000,2,15,0.061971,0.320479,0.715050,0.025237,1.122737,true
10000000,10000,2,16,0.061946,0.320201,0.713664,0.023255,1.119065,false
10000000,10000,2,17,0.061621,0.319757,0.716521,0.021852,1.119750,false
10000000,10000,2,18,0.061705,0.318982,0.720744,0.022750,1.124181,true
10000000,10000,2,19,0.061459,0.319586,0.715647,0.022161,1.118853,true
10000000,10000,2,20,0.061388,0.320916,0.714421,0.023696,1.120420,false
10000000,10000,3,1,0.041847,0.255002,0.478570,0.069656,0.845076,true
10000000,10000,3,2,0.041190,0.247012,0.479861,0.054940,0.823003,false
10000000,10000,3,3,0.041027,0.249619,0.477098,0.053198,0.820943,false
10000000,10000,3,4,0.041075,0.247012,0.478846,0.058185,0.825118,false
10000000,10000,3,5,0.041069,0.246519,0.476107,0.056208,0.819903,false
10000000,10000,3,6,0.041156,0.247486,0.477798,0.057716,0.824155,false
10000000,10000,3,7,0.041159,0.245897,0.469121,0.045954,0.802132,true
10000000,10000,3,8,0.041270,0.245669,0.490505,0.056053,0.833497,false
10000000,10000,3,9,0.041296,0.246688,0.477300,0.056484,0.821768,true
10000000,10000,3,10,0.041239,0.246907,0.478381,0.057038,0.823564,true
10000000,10000,3,11,0.041270,0.246360,0.476989,0.055728,0.820346,true
10000000,10000,3,12,0.041247,0.247167,0.477098,0.057737,0.823249,true
10000000,10000,3,13,0.041239,0.246909,0.478655,0.055398,0.822201,true
10000000,10000,3,14,0.041229,0.247945,0.476373,0.056345,0.821892,false
10000000,10000,3,15,0.041235,0.248932,0.477217,0.061046,0.828431,false
10000000,10000,3,16,0.041279,0.248456,0.478724,0.059054,0.827512,false
10000000,10000,3,17,0.041200,0.247977,0.479713,0.057069,0.825959,true
10000000,10000,3,18,0.041421,0.246881,0.478244,0.058744,0.825290,true
10000000,10000,3,19,0.041267,0.247499,0.478195,0.059059,0.826019,true
10000000,10000,3,20,0.041113,0.246028,0.476694,0.056182,0.820017,true
10000000,10000,4,1,0.031145,0.213819,0.358639,0.054228,0.657830,true
10000000,10000,4,2,0.030918,0.219797,0.361495,0.073084,0.685294,true
10000000,10000,4,3,0.031417,0.214258,0.357731,0.055699,0.659105,true
10000000,10000,4,4,0.030802,0.213791,0.352114,0.054186,0.650893,true
10000000,10000,4,5,0.030778,0.214394,0.357459,0.056098,0.658729,true
10000000,10000,4,6,0.030894,0.214207,0.358728,0.055601,0.659430,true
10000000,10000,4,7,0.030848,0.214325,0.357993,0.056332,0.659497,true
10000000,10000,4,8,0.030859,0.213663,0.357968,0.054713,0.657203,true
10000000,10000,4,9,0.030905,0.214210,0.358361,0.055234,0.658711,true
10000000,10000,4,10,0.031022,0.214554,0.357174,0.055048,0.657798,true
10000000,10000,4,11,0.030989,0.214175,0.359210,0.054852,0.659225,true
10000000,10000,4,12,0.031113,0.214938,0.357597,0.053853,0.657501,true
10000000,10000,4,13,0.031059,0.214757,0.357056,0.055506,0.658377,true
10000000,10000,4,14,0.031237,0.214591,0.357735,0.054912,0.658475,true
10000000,10000,4,15,0.031070,0.214236,0.357701,0.054706,0.657713,true
10000000,10000,4,16,0.032772,0.214014,0.357439,0.054720,0.658945,true
10000000,10000,4,17,0.031133,0.214566,0.355997,0.060003,0.661700,true
10000000,10000,4,18,0.031318,0.213947,0.357913,0.057458,0.660636,true
10000000,10000,4,19,0.031173,0.214922,0.359536,0.057507,0.663138,true
10000000,10000,4,20,0.031166,0.214874,0.357323,0.056267,0.659630,true
